"Hàng đẹp oki lắm nhận đc lâu rồi mà quên đánh giá =""(("
"Đặt 1 trắng, 2 móc xanh mà shop giao hết màu trắng"
Shop giới thiệu hàng mới về mà giao hàng tồn kho lâu rồi kg hài lòng lắm 
"Ống quần hơi loe, dáng mặc lên ko giống hình cho lắm, chất vải thì oke. Size S ghi quần dài 97cm nhưng chắc đc 90-91 j đó :))"
K tải đc ứng dụng
Áo đẹp 2 lớp nhưng bị bẩn nha :)) mong shop làm cẩn thận hơn
"Shop uy tín, hàng đặt bị rộng cho đổi đàng hoàng, chất vải cũng được."
"Số lượng hàng đúng như order, chất lượng tương ứng với giá tiền, nhưng khi nhận hàng rất bẩn giống như hàng cũ để kho lâu ngày đem ra gửi vậy"
Mua uổng tiền quá 😞
"Chất lượng tốt, dùngusc tập thể dục sẽ đốt mỡ hiệu quả hơn, đã mua lần 2 của shop"
